condition,task,task_name,n_subjects,mean_delay_ms,std_delay_ms,mean_eeg_erd_onset_ms,mean_emg_onset_ms,mean_xcorr_lag_ms
free,0,Task1,36,179.22145061728395,99.80508230864694,-5.483575837742503,171.95023148148147,-47.85648148148149
free,1,Task2,36,181.08179012345678,77.7792599876527,-23.40354938271605,159.05092592592592,10.549382716049385
free,2,Task3,36,188.83873456790124,73.4099651250241,-14.486496913580247,174.9718364197531,5.513888888888889
